index_date,vale_(reais),pig_iron_(tonne)
2020-03-01,43.7071975056404,2133.43984399366
2020-04-01,43.9653794428419,1788.36099267275
2020-05-01,51.6926754611245,1789.5502280783
2020-06-01,53.8748252458788,1752.23538620982
2020-07-01,57.3022312114861,1985.66504429422
2020-08-01,59.9350733336451,2077.09029168043
2020-09-01,62.3292285639517,2030.27883194521
2020-10-01,64.4165939719888,2077.24850583619
2020-11-01,79.7532383305607,2271.173959383
2020-12-01,85.9548068406947,2241.80305379338
2021-01-01,89.0713451878239,2362.13373531401
2021-02-01,94.9455468871789,2399.58690679697
2021-03-01,99.5810313139635,2224.15366317237
2021-04-01,106.95710224154,2383.97705334073
2021-05-01,110.758324537826,2519.13315107288
2021-06-01,108.291164951791,2498.14061986198
2021-07-01,102.339702287287,2433.23743893327
2021-08-01,98.9186357505186,2456.75141946952
2021-09-01,80.6408878964524,2509.0904907745
2021-10-01,76.5947570314043,2165.60319426585
2021-11-01,72.1283155498627,2300.38613161082
