index_date,vale_(reais)_observed,vale_(reais)_fitted,vale_(reais)_predicted,std_error,ci_95_lower,ci_95_upper
2019-04-01,48.9862358843228,52.82395923919794,,,,
2019-05-01,48.2259765872576,47.48216827984559,,,,
2019-06-01,50.3183209712388,48.694293919836575,,,,
2019-07-01,47.1066281832326,48.45735380048433,,,,
2019-08-01,45.7537842568084,47.39071612318789,,,,
2019-09-01,50.0540625720719,46.22066694459985,,,,
2019-10-01,49.8456932838144,52.73688057428876,,,,
2019-11-01,50.7963665495897,51.14244490146053,,,,
2019-12-01,52.704971734198,51.518404974030204,,,,
2020-01-01,50.9550098338839,53.60071060194489,,,,
2020-02-01,44.2897136712488,52.6293404789849,,,,
2020-03-01,43.7071975056404,43.57312954768633,,,,
2020-04-01,43.9653794428419,43.01745104139742,,,,
2020-05-01,51.6926754611245,43.14900418945893,,,,
2020-06-01,53.8748252458788,52.71121191733105,,,,
2020-07-01,57.3022312114861,55.96968777794664,,,,
2020-08-01,59.9350733336451,59.33898712185034,,,,
2020-09-01,62.3292285639517,59.31657595519722,,,,
2020-10-01,64.4165939719888,64.72535354706116,,,,
2020-11-01,79.7532383305607,66.74560267788006,,,,
2020-12-01,85.9548068406947,94.47129805587065,,,,
2021-01-01,89.0713451878239,88.01996057874858,,,,
2021-02-01,94.9455468871789,91.54322942073969,,,,
2021-03-01,99.5810313139635,94.32353028868621,,,,
2021-04-01,106.95710224154,102.29041016168068,,,,
2021-05-01,110.758324537826,106.88040556216137,,,,
2021-06-01,108.291164951791,111.09582026065499,,,,
2021-07-01,102.339702287287,109.55394039181243,,,,
2021-08-01,98.9186357505186,104.05585775851972,,,,
2021-09-01,80.6408878964524,87.30586754834474,,,,
2021-10-01,76.5947570314043,80.32221864961011,,,,
2021-11-01,72.1283155498627,75.73942927139353,,,,
2021-11-01,,,75.73942927139353,3.385500493186366,69.10397023510566,82.3748883076814
2021-12-01,,,63.7727832646105,3.3855004931829873,57.137324228329256,70.40824230089174
2022-01-01,,,64.05124209398635,4.850925382590681,54.543603052417424,73.55888113555527
2022-02-01,,,65.12635209592953,5.968034055565972,53.429220288511715,76.82348390334735
2022-03-01,,,66.74827192325597,6.9013375538302375,53.22189887259495,80.27464497391699
2022-04-01,,,66.59951277356822,7.722661495737812,51.463374377127884,81.73565117000855
2022-05-01,,,66.02974327945854,8.464664282283183,49.43930614496092,82.62018041395616
2022-06-01,,,67.06004196087382,9.146670555634739,49.13289709337677,84.98718682837087
2022-07-01,,,69.71300874757574,9.781238321146754,50.542133913925085,88.8838835812264
2022-08-01,,,71.47858303236683,10.377073958338428,51.139891809115014,91.81727425561864
2022-09-01,,,74.13908750503585,10.940507519238507,52.69608679473872,95.58208821533297
2022-10-01,,,76.07554772612345,11.476312370163326,53.58238880527182,98.56870664697507
2022-11-01,,,75.65835367822068,11.988193623557871,52.16192593635452,99.15478142008683
